Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,39-9000,Other Personal Care and Service Workers,11470,14290,2820,24.6,7890,10830,21540,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,39-9011,Childcare Workers,4770,5080,310,6.5,3310,3440,7060,18.39,38261.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,39-9031,Fitness Trainers and Aerobics Instructors,2130,3620,1490,70.0,1680,2730,5900,23.71,49305.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,39-9032,Recreation Workers,3300,4010,710,21.5,2140,3470,6320,15.30,31811.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,39-9041,Residential Advisors,760,900,140,18.4,420,740,1300,18.93,39369.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",520,680,160,30.8,340,450,950,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,2,41-0000,Sales and Related Occupations,143210,166660,23450,16.4,85500,124850,233800,15.00,31200.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,41-1000,Supervisors of Sales Workers,17760,20060,2300,13.0,6510,12830,21640,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-1011,First-Line Supervisors of Retail Sales Workers,15110,17270,2160,14.3,5720,11220,19100,22.21,46186.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2650,2790,140,5.3,790,1620,2550,38.59,80269.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,41-2000,Retail Sales Workers,88730,103440,14710,16.6,65480,84000,164190,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-2011,Cashiers,41860,46460,4600,11.0,37570,42280,84450,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-2012,Gaming Change Persons and Booth Cashiers,780,990,210,26.9,750,850,1810,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-2021,Counter and Rental Clerks,6670,8360,1690,25.3,3370,5160,10220,15.28,31770.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-2022,Parts Salespersons,3650,4280,630,17.3,1670,3030,5330,18.22,37884.00,No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-2031,Retail Salespersons,35780,43360,7580,21.2,22120,32690,62390,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,41-3000,"Sales Representatives, Services",13910,16230,2320,16.7,3990,11480,17790,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-3011,Advertising Sales Agents,280,290,10,3.6,90,270,370,23.86,49634.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-3021,Insurance Sales Agents,2780,3090,310,11.2,980,1640,2930,24.38,50717.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-3031,"Securities, Commodities, and Financial Services Sales Agents",3020,3460,440,14.6,720,2040,3200,24.24,50426.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",7670,9150,1480,19.3,2110,7390,10980,24.09,50113.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,41-4000,"Sales Representatives, Wholesale and Manufacturing",14020,16840,2820,20.1,4560,10420,17800,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1550,1880,330,21.3,510,1160,2000,45.23,94081.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",12470,14960,2490,20.0,4050,9270,15810,30.43,63290.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,41-9000,Other Sales and Related Workers,8790,10090,1300,14.8,4960,6110,12370,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9011,Demonstrators and Product Promoters,720,930,210,29.2,920,550,1680,18.30,38061.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9021,Real Estate Brokers,880,1100,220,25.0,410,440,1070,0.00,0.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9022,Real Estate Sales Agents,2000,2420,420,21.0,920,970,2310,15.22,31666.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9031,Sales Engineers,390,440,50,12.8,80,340,470,48.84,101591.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9041,Telemarketers,380,360,-20,-5.3,170,380,530,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1360,1160,-200,-14.7,920,680,1400,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,41-9099,"Sales and Related Workers, All Other",3070,3680,610,19.9,1530,2760,4900,17.95,37332.00,High school diploma or equivalent,None,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,2,43-0000,Office and Administrative Support Occupations,171500,186650,15150,8.8,83750,109350,208250,21.32,44331.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,43-1000,Supervisors of Office and Administrative Support Workers,14890,17190,2300,15.4,5950,9800,18050,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-1011,First-Line Supervisors of Office and Administrative Support Workers,14890,17190,2300,15.4,5950,9800,18050,30.18,62765.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,43-2000,Communications Equipment Operators,640,540,-100,-15.6,300,350,550,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-2011,"Switchboard Operators, Including Answering Service",590,490,-100,-16.9,280,320,500,18.00,37430.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,43-3000,Financial Clerks,26880,28970,2090,7.8,14040,15760,31890,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3011,Bill and Account Collectors,2170,2260,90,4.1,810,1570,2470,22.55,46902.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3021,Billing and Posting Clerks,4350,4930,580,13.3,1900,2850,5330,22.72,47267.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",14740,16180,1440,9.8,9060,7900,18400,23.23,48318.00,"Some college, no degree",None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3041,Gaming Cage Workers,480,640,160,33.3,190,400,750,15.00,31200.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3051,Payroll and Timekeeping Clerks,1590,1540,-50,-3.1,740,860,1550,24.21,50348.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3061,Procurement Clerks,570,590,20,3.5,160,370,550,22.50,46809.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3071,Tellers,2860,2700,-160,-5.6,1130,1750,2720,18.53,38544.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-3099,"Financial Clerks, All Other",110,130,20,18.2,40,90,150,23.25,48360.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,43-4000,Information and Record Clerks,41770,45890,4120,9.9,21100,31520,56740,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4031,"Court, Municipal, and License Clerks",900,970,70,7.8,460,470,1000,25.11,52211.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4051,Customer Service Representatives,17770,19390,1620,9.1,8740,14610,24970,18.78,39054.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4061,"Eligibility Interviewers, Government Programs",3070,3330,260,8.5,1180,1650,3090,23.86,49629.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4071,File Clerks,820,780,-40,-4.9,430,490,880,16.81,34963.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4081,"Hotel, Motel, and Resort Desk Clerks",2010,2420,410,20.4,1290,2350,4050,15.00,31200.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4111,"Interviewers, Except Eligibility and Loan",1740,1760,20,1.1,1010,1130,2160,22.57,46944.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4121,"Library Assistants, Clerical",810,830,20,2.5,730,520,1270,18.19,37836.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4131,Loan Interviewers and Clerks,1200,1360,160,13.3,370,750,1280,23.34,48547.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4151,Order Clerks,1920,1870,-50,-2.6,800,1190,1940,18.59,38658.00,"Some college, no degree",None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1210,1340,130,10.7,490,770,1390,23.50,48890.00,Associate's degree,None,None
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4171,Receptionists and Information Clerks,6950,7980,1030,14.8,4160,5160,10350,15.00,31200.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,570,820,250,43.9,260,490,1000,17.93,37305.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-4199,"Information and Record Clerks, All Other",2520,2780,260,10.3,1080,1750,3090,23.41,48682.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,3,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",27880,31620,3740,13.4,11030,16480,31250,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-5011,Cargo and Freight Agents,1300,1570,270,20.8,550,850,1670,19.04,39606.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-5021,Couriers and Messengers,1510,1560,50,3.3,630,840,1520,17.67,36764.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2020-2030,4,43-5031,"Police, Fire, and Ambulance Dispatchers",790,870,80,10.1,290,460,830,30.46,63348.00,High school diploma or equivalent,None,Moderate-term on-the-job training
